Grade Sort Nbr,Enrollment Cnt,% Grades Receivedof Enrollment,Letter Grd Cnt,Course Control Nbr,Instructor Name,Average Grade,Course Subject Short Nm,Course Number,Section Nbr,Grade Subtype Desc,Grade Type Desc,Grade Nm,Course Title Nm
11,1,,,31632,Mark Sandberg,1,Film,25A,001,D,Letter Grade,D,History Of Film
11,1,,,32257,Marion Phillips; Seda Chavdarian,1,French,2,004,D,Letter Grade,D,Elementary French
11,1,,,32960,Evelyn Glenn,1,Gender & Womens Studies,139,001,D,Letter Grade,D,Women And Work
11,1,,,32963,Barbara Barnes,1,Gender & Womens Studies,140,001,D,Letter Grade,D,Feminist Cultur Std
11,2,,,36260,Anthony Byrne,1,Geography,109,001,D,Letter Grade,D,Prehistoric Agricul
11,3,,,36290,Nathan Sayre,1,Geography,130,001,D,Letter Grade,D,Food Environment
11,1,,,36296,John Chiang,1,Geography,142,001,D,Letter Grade,D,Climate Dynamics
11,1,,,36323,Jon Kosek,1,Geography,170,001,D,Letter Grade,D,Special Topics
11,1,,,39096,Robin Einhorn,1,History,7B,001,D,Letter Grade,D,The Us Civ War Pres
11,1,,,39183,Louis Segal,1,History,8B,001,D,Letter Grade,D,Modern Latin Amer
11,1,,,39345,Jeffrey Miner,1,History,101,013,D,Letter Grade,D,"Research, Writing"
11,1,,,39720,Susanna Elm,1,History,185A,001,D,Letter Grade,D,Xianity To 1250
11,2,,,42033,Roy Caldwell,1,Integrative Biology,31,001,D,Letter Grade,D,Ecol/Evol Anml Behv
11,1,,,42141,Dean Kelch,1,Integrative Biology,102LF,001,D,Letter Grade,D,Intro Cal Plt Life
11,2,,,42150,Alan Shabel; Jimmy Mcguire; Rauri Bowie,1,Integrative Biology,104LF,001,D,Letter Grade,D,Hist Of Vertebrate
11,11,,,42189,Daniela Kaufer; Steven Lehman,1,Integrative Biology,132,001,D,Letter Grade,D,Surv Human Physiol
11,10,,,42231,Thomas Carlson,1,Integrative Biology,140,001,D,Letter Grade,D,Bio Human Reprod
11,1,,,42303,Donald Weston,1,Integrative Biology,152,001,D,Letter Grade,D,Environ Toxicology
11,1,,,42312,Montgomery Slatkin; Rasmus Nielsen,1,Integrative Biology,161,001,D,Letter Grade,D,Evolution Genetics
11,3,,,42327,Thomas Carlson,1,Integrative Biology,169,001,D,Letter Grade,D,Evol Medicine
11,1,,,45512,Robert Ehrlich,1,Interdisciplinary Studies,100B,001,D,Letter Grade,D,Soc Thry Cult Anlys
11,3,,,45518,Gary Wren,1,Interdisciplinary Studies,100H,001,D,Letter Grade,D,Media & Intntl Rel
11,1,,,45524,Robert Ehrlich,1,Interdisciplinary Studies,190,001,D,Letter Grade,D,Senior Thesis
11,1,,,45536,Gary Wren,1,Interdisciplinary Studies,190,005,D,Letter Grade,D,Senior Thesis
11,1,,,46403,Joseph Bohling,1,International & Area Stds,45,001,D,Letter Grade,D,Survy World History
11,6,,,46445,Calanit Kamala,1,International & Area Stds,107,001,D,Letter Grade,D,Inter Macro Theory
11,1,,,51863,John Campbell; Robert Maccoun; Saul Perlmutter,1,Letters & Science,22,001,D,Letter Grade,D,Sensibility/Science
11,1,,,52203,Alex Bratkievich; Sharon Inkelas,1,Linguistics,R1B,001,D,Letter Grade,D,Endangered Language
11,3,,,52269,Line Mikkelsen,1,Linguistics,100,001,D,Letter Grade,D,Intro Ling Sci
11,2,,,52299,George Lakoff,1,Linguistics,C105,001,D,Letter Grade,D,Mind And Language
11,1,,,52332,Larry Hyman,1,Linguistics,115,001,D,Letter Grade,D,Phonol And Morphol
11,1,,,52353,Peter Jenks,1,Linguistics,120,001,D,Letter Grade,D,Intro Syn & Sem
11,1,,,52529,Jonah Katz,1,Linguistics,290E,001,D,Letter Grade,D,Phonology
11,10,,,53503,Slobodan Simic,1,Mathematics,1A,001,D,Letter Grade,D,Calculus
11,11,,,53536,Nicolai Reshetikhin,1,Mathematics,1B,001,D,Letter Grade,D,Calculus
11,7,,,53575,Mina Aganagic,1,Mathematics,1B,002,D,Letter Grade,D,Calculus
11,2,,,53653,Lawrence Evans,1,Mathematics,10B,001,D,Letter Grade,D,Methods Of Math
11,13,,,53686,Leo Harrington,1,Mathematics,16A,001,D,Letter Grade,D,Anal Geo & Calculus
11,10,,,53734,James Demmel,1,Mathematics,16B,001,D,Letter Grade,D,Anal Geo & Calculus
11,3,,,53836,Alex Kruckman; Ole Hald,1,Mathematics,32,001,D,Letter Grade,D,Precalculus
11,50,,,53866,James Sethian,1,Mathematics,53,001,D,Letter Grade,D,Multivar Calculus
11,8,,,53905,Daniel Fitzpatrick,1,Mathematics,53,002,D,Letter Grade,D,Multivar Calculus
11,1,,,53944,Alexander Givental,1,Mathematics,H53,001,D,Letter Grade,D,Hons Multi Calculus
11,18,,,53950,Zvezdelina Stankova,1,Mathematics,54,001,D,Letter Grade,D,Lin Alg & Diff Eqns
11,4,,,53998,Constantin Teleman,1,Mathematics,54,002,D,Letter Grade,D,Lin Alg & Diff Eqns
11,1,,,54046,Kenneth Ribet,1,Mathematics,55,001,D,Letter Grade,D,Discrete Math
11,2,,,54142,Jonathan Dahl,1,Mathematics,104,003,D,Letter Grade,D,Intro To Analysis
11,1,,,54145,Luke Oeding,1,Mathematics,104,004,D,Letter Grade,D,Intro To Analysis
11,2,,,54151,Benoit Dherin,1,Mathematics,110,001,D,Letter Grade,D,Linear Algebra
11,2,,,54181,Noah Giansiracusa,1,Mathematics,113,001,D,Letter Grade,D,Abstract Algebra
11,3,,,54184,Luke Oeding,1,Mathematics,113,002,D,Letter Grade,D,Abstract Algebra
11,1,,,54187,Nathan Ilten,1,Mathematics,113,003,D,Letter Grade,D,Abstract Algebra
11,2,,,54193,Kelli Talaska,1,Mathematics,113,005,D,Letter Grade,D,Abstract Algebra
11,1,,,54199,Christopher Rycroft,1,Mathematics,121A,001,D,Letter Grade,D,Math Tool Phys Sci
11,1,,,54205,Benoit Dherin,1,Mathematics,123,001,D,Letter Grade,D,Ord Diff Equations
11,1,,,54244,James Freitag,1,Mathematics,136,001,D,Letter Grade,D,Incomplete/Undecid
11,1,,,54247,Katherine Poirier,1,Mathematics,142,001,D,Letter Grade,D,Elem Alg Topology
11,2,,,54268,Florian Block,1,Mathematics,172,001,D,Letter Grade,D,Combinatorics
11,1,,,54271,Owen Gwilliam,1,Mathematics,185,001,D,Letter Grade,D,Complex Analysis
11,2,,,54274,Daniel Fitzpatrick,1,Mathematics,185,002,D,Letter Grade,D,Complex Analysis
11,1,,,56706,Josh Jackson,1,Media Studies,101,001,D,Letter Grade,D,Visual Comm
11,1,,,56754,Jean Retzinger,1,Media Studies,160,001,D,Letter Grade,D,International Media
11,1,,,56760,Josh Jackson,1,Media Studies,180,001,D,Letter Grade,D,Television Studies
11,2,,,57503,John Matsui,1,Molecular & Cell Biology,15,001,D,Letter Grade,D,Current Topics
11,1,,,57518,Daniel Rokhsar; Donald Rio; Fred Wilt,1,Molecular & Cell Biology,41,001,D,Letter Grade,D,Genetics & Society
11,8,,,57539,P Beatty,1,Molecular & Cell Biology,50,001,D,Letter Grade,D,Immunity Disease
11,13,,,57560,David Presti,1,Molecular & Cell Biology,61,001,D,Letter Grade,D,"Brain, Mind & Behav"
11,1,,,58016,Bryan Krantz; Jamie Doudna Cate; Teresa Head-Gordon,1,Molecular & Cell Biology,C100A,001,D,Letter Grade,D,Biophysical Chem
11,7,,,58055,David Savage; Mark Alper,1,Molecular & Cell Biology,100B,001,D,Letter Grade,D,"Path, Mech, & Regul"
11,13,,,58070,Markus Pauly; Michael Botchan; Richard Calendar,1,Molecular & Cell Biology,102,001,D,Letter Grade,D,Surv Biochem & Mobi
11,5,,,58112,Craig Miller; Michael Levine; Rebecca Heald,1,Molecular & Cell Biology,104,001,D,Letter Grade,D,Gen Genom Cell Bio
11,3,,,58151,Hiroshi Nikaido; Kathleen Collins; Qiang Zhou,1,Molecular & Cell Biology,110,001,D,Letter Grade,D,General Biochem
11,2,,,58166,Isabelle Le Blanc,1,Molecular & Cell Biology,C110L,001,D,Letter Grade,D,Biochem & Molbi Lab
11,2,,,58277,Daniel Barsky; N. Louise Glass,1,Molecular & Cell Biology,C148,001,D,Letter Grade,D,Micro Genom And Gen
11,1,,,58286,Ellen Robey; Gregory Barton; Laurent Coscoy,1,Molecular & Cell Biology,150,001,D,Letter Grade,D,Molecular Immunol
11,4,,,58307,Ehud Isacoff; John Ngai; Yang Dan,1,Molecular & Cell Biology,C160,001,D,Letter Grade,D,Intro To Neurobiol
11,2,,,58328,David Larue; Gian Garriga; Mu-Ming Poo; Richard Kramer; Robert Zucker,1,Molecular & Cell Biology,160L,001,D,Letter Grade,D,Neurobiology Lab
11,1,,,63503,Ehud Isacoff; John Ngai; Yang Dan,1,Neuroscience,C160,001,D,Letter Grade,D,Intro To Neurobiol
11,1,,,66733,Americ Azevedo,1,Peace & Conflict Studies,119,001,D,Letter Grade,D,Special Topics
11,1,,,66754,Karenjot Bhangoo Randhawa,1,Peace & Conflict Studies,154,001,D,Letter Grade,D,Multi Cul Confl Res
11,1,,,67178,Hannah Ginsborg,1,Philosophy,25B,001,D,Letter Grade,D,Modern Philosophy
11,1,,,67232,Richard Wallace,1,Philosophy,104,001,D,Letter Grade,D,Ethical Theories
11,1,,,67274,Sherrilyn Roush,1,Philosophy,128,001,D,Letter Grade,D,Phil Of Science
11,1,,,67304,John Macfarlane,1,Philosophy,135,001,D,Letter Grade,D,Theory Of Meaning
11,1,,,67361,Hans Sluga,1,Philosophy,186B,001,D,Letter Grade,D,Later Wittgenstein
11,1,,,67370,Timothy Crockett,1,Philosophy,187,001,D,Letter Grade,D,Special Topics
11,1,,,68138,Toni Mar,1,Physical Education,2,011,D,Letter Grade,D,Pe Activities
11,2,,,68375,Sue Johannessen,1,Physical Education,32,001,D,Letter Grade,D,Fitness: Phs Ada/Ex
11,3,,,68703,Steven Stahler,1,Physics,7A,001,D,Letter Grade,D,Scient Engin Phys
11,2,,,68772,Achilles Speliotopoulos,1,Physics,7A,002,D,Letter Grade,D,Scient Engin Phys
11,2,,,68835,Achilles Speliotopoulos,1,Physics,7A,003,D,Letter Grade,D,Scient Engin Phys
11,2,,,68904,Jonathan Wurtele,1,Physics,7B,001,D,Letter Grade,D,Scient Engin Phys
11,1,,,68973,Catherine Bordel,1,Physics,7B,002,D,Letter Grade,D,Scient Engin Phys
11,4,,,69096,Tristan Smith,1,Physics,8A,001,D,Letter Grade,D,Intro Physics
11,1,,,69183,Michael Deweese,1,Physics,8A,002,D,Letter Grade,D,Intro Physics
11,2,,,69333,Joel Fajans,1,Physics,8B,002,D,Letter Grade,D,Intro Physics
11,2,,,69438,Carlos Bustamante,1,Physics,C10,001,D,Letter Grade,D,Descriptive Intro
11,1,,,69516,Gabriel Orebi Gann,1,Physics,105,001,D,Letter Grade,D,Analytic Mechanics
11,1,,,69525,Feng Wang,1,Physics,110A,002,D,Letter Grade,D,Electromagnet Optic
11,1,,,69534,Joseph Orenstein,1,Physics,110B,001,D,Letter Grade,D,Electromagnet Optic
11,3,,,69555,William Holzapfel,1,Physics,112,001,D,Letter Grade,D,Stat Thermal Phys
11,2,,,69564,Jackson Debuhr,1,Physics,137A,001,D,Letter Grade,D,Quantum Mechanics
11,2,,,69573,Charles Wohl,1,Physics,137B,001,D,Letter Grade,D,Quantum Mechanics
11,1,,,69810,Martin White,1,Physics,C228,001,D,Letter Grade,D,Extra Astro & Cosmo
11,1,,,71209,Stephanie Ballenger,1,Political Economy,100,001,D,Letter Grade,D,Theory Of Pol Econ
11,4,,,71403,Paul Pierson,1,Political Science,1,001,D,Letter Grade,D,Intro American Pol
11,1,,,71448,Michael Fish,1,Political Science,2,001,D,Letter Grade,D,Intro Comparat Pol
11,9,,,71493,Sean Gailmard,1,Political Science,3,001,D,Letter Grade,D,Empirical Analysis
11,4,,,71538,Sarah Song,1,Political Science,4,001,D,Letter Grade,D,Pol Theory
11,3,,,71589,Eric Schickler,1,Political Science,103,001,D,Letter Grade,D,Congress
11,2,,,71712,Amy Gurowitz,1,Political Science,124C,001,D,Letter Grade,D,Int'L Ethics & Just
11,2,,,71733,Vinod Aggarwal,1,Political Science,126A,001,D,Letter Grade,D,Int Pol Economy
11,1,,,71784,Kevin O'Brien,1,Political Science,140E,001,D,Letter Grade,D,Topics In Comp Pol
11,1,,,71817,Pradeep Chhibber,1,Political Science,145A,001,D,Letter Grade,D,South Asian Pol
11,1,,,71850,Yaacov Yadgar,1,Political Science,149F,001,D,Letter Grade,D,Topics In Area Stdy
11,4,,,73803,Christopher Gade,1,Psychology,1,001,D,Letter Grade,D,General Psychology
11,2,,,74027,Lance Kriegsfeld,1,Psychology,C116,001,D,Letter Grade,D,Hormones & Behavior
11,1,,,74091,David Whitney,1,Psychology,C126,001,D,Letter Grade,D,Perception
11,1,,,74160,Sonia Bishop,1,Psychology,130,001,D,Letter Grade,D,Clinical Psychology
11,2,,,74190,Stephen Hinshaw,1,Psychology,131,001,D,Letter Grade,D,Dev Psychopathology
11,1,,,74250,Alison Gopnik,1,Psychology,140,001,D,Letter Grade,D,Development Psych
11,1,,,74322,Serena Chen,1,Psychology,160,001,D,Letter Grade,D,Social Psychology
11,1,,,74361,Kaiping Peng,1,Psychology,166AC,001,D,Letter Grade,D,Cultural Psychology
11,1,,,77946,Penelope Van Tuyl,1,Rhetoric,160,001,D,Letter Grade,D,Intro - Legal Disc
11,1,,,78133,Linda Williams,1,Rhetoric,295,008,D,Letter Grade,D,Special Study
11,3,,,81603,Thomas Gold,1,Sociology,1,001,D,Letter Grade,D,Intro To Sociology
11,1,,,81783,Linus Huang,1,Sociology,110,001,D,Letter Grade,D,Org & Soc Institut
11,2,,,81825,Szonja Ivester,1,Sociology,121,001,D,Letter Grade,D,Soc Of Entrepreneur
11,2,,,81843,Crystal Cohen,1,Sociology,127,001,D,Letter Grade,D,Develop & Globaliza
11,2,,,81864,Joanna Reed,1,Sociology,136,001,D,Letter Grade,D,Urban Sociology
11,1,,,81908,Cybelle Fox,1,Sociology,148,001,D,Letter Grade,D,Social Policy
11,2,,,81921,Timothy King,1,Sociology,167,001,D,Letter Grade,D,Virtual Communities
11,1,,,81945,Loic Wacquant,1,Sociology,190,004,D,Letter Grade,D,Sem & Res In Sociol
11,1,,,86223,Ignacio Navarrete,1,Spanish,111B,001,D,Letter Grade,D,Cervantes
11,2,,,87381,Noureddine El Karoui,1,Statistics,20,001,D,Letter Grade,D,Intro Prob Stat Cal
11,4,,,87402,Howard D'Abrera,1,Statistics,20,002,D,Letter Grade,D,Intro Prob Stat Cal
11,4,,,87432,Fletcher Ibser,1,Statistics,21,001,D,Letter Grade,D,Intro Prob Stat Bus
11,1,,,87510,Haiyan Huang,1,Statistics,133,001,D,Letter Grade,D,Computing Data
11,3,,,87525,Yun Song,1,Statistics,134,002,D,Letter Grade,D,Concepts Of Prob
11,2,,,87546,Shobhana Murali Stoyanov,1,Statistics,135,001,D,Letter Grade,D,Concepts Of Stat
11,1,,,87585,Adityanand Guntuboyina,1,Statistics,153,001,D,Letter Grade,D,Intro Time Series
11,1,,,88060,Jenefer Johnson,1,Theater Dance & Perf Stds,52AC,001,D,Letter Grade,D,American Dance
11,1,,,88108,Shannon Steen,1,Theater Dance & Perf Stds,121,001,D,Letter Grade,D,Performance/Culture
12,1,,,00527,G. Ugo Nwokeji,0.7,African American Studies,4B,001,D,Letter Grade,D-,Africa:  Hist & Cul
12,2,,,00608,Ronald Williams,0.7,African American Studies,107,001,D,Letter Grade,D-,Race And Pub Policy
12,1,,,00629,Ula Taylor,0.7,African American Studies,125,001,D,Letter Grade,D-,Hist Civ Rights Mov
12,4,,,07303,Gary Firestone; Jennifer Doudna; Michael Meighan; Nipam Patel,0.7,Biology,1A,001,D,Letter Grade,D-,General Biology Lec
12,9,,,07498,Alan Shabel; George Roderick; Lewis Feldman; Mike Moser,0.7,Biology,1B,001,D,Letter Grade,D-,General Biology
12,1,,,07912,Jacob Dalton,0.7,Buddhist Studies,C135,001,D,Letter Grade,D-,Tantric Traditions
12,1,,,10301,Annalee Rejhon,0.7,Celtic Studies,173,001,D,Letter Grade,D-,Celtic Christianity
12,1,,,16111,Geoffrey Nunberg; Paul Duguid,0.7,Cognitive Science,C103,001,D,Letter Grade,D-,History Of Info
12,1,,,16114,David Whitney,0.7,Cognitive Science,C126,001,D,Letter Grade,D-,Perception
12,1,,,17212,Layla Forrest-White; Mary Renolds; Michael Lucey,0.7,Comparative Literature,R1A,004,D,Letter Grade,D-,Engl Comp World Lit
12,1,,,17245,Julia Nelsen; Michael Lucey,0.7,Comparative Literature,R1B,009,D,Letter Grade,D-,Engl Comp World Lit
12,1,,,21015,Brendan Morley; Christopher Gregory; Maki Takata; Wakae Kambara,0.7,Japanese,1B,005,D,Letter Grade,D-,Elementary Japanese
12,4,,,22303,Enrico Moretti,0.7,Economics,1,001,D,Letter Grade,D-,Intro To Economics
12,1,,,22630,Bart Hobijn,0.7,Economics,140,001,D,Letter Grade,D-,Econometrics
12,1,,,31159,Enrique Lima,0.7,Ethnic Studies,101B,001,D,Letter Grade,D-,Humanities Methods
12,1,,,31180,Thomas Fleming,0.7,Ethnic Studies,144AC,001,D,Letter Grade,D-,Racism And U.S. Law
12,1,,,32224,Nelly Timmons; Seda Chavdarian,0.7,French,1,008,D,Letter Grade,D-,Elementary French
12,1,,,32918,Laura Fantone,0.7,Gender & Womens Studies,20,001,D,Letter Grade,D-,Intro Feminist Theo
12,1,,,32960,Evelyn Glenn,0.7,Gender & Womens Studies,139,001,D,Letter Grade,D-,Women And Work
12,1,,,36290,Nathan Sayre,0.7,Geography,130,001,D,Letter Grade,D-,Food Environment
12,1,,,39096,Robin Einhorn,0.7,History,7B,001,D,Letter Grade,D-,The Us Civ War Pres
12,1,,,39312,Gregory Smay; Maureen Miller,0.7,History,101,002,D,Letter Grade,D-,"Research, Writing"
12,1,,,39354,Brian Delay,0.7,History,101,016,D,Letter Grade,D-,"Research, Writing"
12,1,,,39555,Michael Nylan,0.7,History,117D,001,D,Letter Grade,D-,Chinese Body
12,1,,,39579,Mackenzie Moore,0.7,History,124B,001,D,Letter Grade,D-,U.S. Wwii-Vietnam
12,1,,,42150,Alan Shabel; Jimmy Mcguire; Rauri Bowie,0.7,Integrative Biology,104LF,001,D,Letter Grade,D-,Hist Of Vertebrate
12,1,,,42168,Charles Marshall,0.7,Integrative Biology,113L,001,D,Letter Grade,D-,Pal Pers Ecol Evol
12,4,,,42231,Thomas Carlson,0.7,Integrative Biology,140,001,D,Letter Grade,D-,Bio Human Reprod
12,1,,,42303,Donald Weston,0.7,Integrative Biology,152,001,D,Letter Grade,D-,Environ Toxicology
12,1,,,42357,Jimmy Mcguire,0.7,Integrative Biology,175LF,001,D,Letter Grade,D-,Herpetology W Lab
12,5,,,45503,Earl Klee,0.7,Interdisciplinary Studies,61,001,D,Letter Grade,D-,Moral Reasoning
12,2,,,45518,Gary Wren,0.7,Interdisciplinary Studies,100H,001,D,Letter Grade,D-,Media & Intntl Rel
12,2,,,45530,Earl Klee,0.7,Interdisciplinary Studies,190,003,D,Letter Grade,D-,Senior Thesis
12,2,,,46445,Calanit Kamala,0.7,International & Area Stds,107,001,D,Letter Grade,D-,Inter Macro Theory
12,1,,,51847,Kathleen Moran,0.7,Letters & Science,C40T,001,D,Letter Grade,D-,Intro As:Hollywood
12,1,,,51866,Alexei Filippenko,0.7,Letters & Science,C70U,001,D,Letter Grade,D-,General Astronomy
12,1,,,52043,Robert Sharf,0.7,Letters & Science,160D,001,D,Letter Grade,D-,Philos & Values
12,1,,,52269,Line Mikkelsen,0.7,Linguistics,100,001,D,Letter Grade,D-,Intro Ling Sci
12,4,,,53575,Mina Aganagic,0.7,Mathematics,1B,002,D,Letter Grade,D-,Calculus
12,3,,,53782,John Lott,0.7,Mathematics,16B,002,D,Letter Grade,D-,Anal Geo & Calculus
12,2,,,53905,Daniel Fitzpatrick,0.7,Mathematics,53,002,D,Letter Grade,D-,Multivar Calculus
12,14,,,53950,Zvezdelina Stankova,0.7,Mathematics,54,001,D,Letter Grade,D-,Lin Alg & Diff Eqns
12,1,,,54151,Benoit Dherin,0.7,Mathematics,110,001,D,Letter Grade,D-,Linear Algebra
12,1,,,54184,Luke Oeding,0.7,Mathematics,113,002,D,Letter Grade,D-,Abstract Algebra
12,2,,,54187,Nathan Ilten,0.7,Mathematics,113,003,D,Letter Grade,D-,Abstract Algebra
12,1,,,54205,Benoit Dherin,0.7,Mathematics,123,001,D,Letter Grade,D-,Ord Diff Equations
12,1,,,56706,Josh Jackson,0.7,Media Studies,101,001,D,Letter Grade,D-,Visual Comm
12,1,,,56757,Jean Retzinger,0.7,Media Studies,170,001,D,Letter Grade,D-,Cultrl Hist Advent
12,1,,,56760,Josh Jackson,0.7,Media Studies,180,001,D,Letter Grade,D-,Television Studies
12,1,,,60500,Davitt Moroney,0.7,Music,75,001,D,Letter Grade,D-,Western Music I
12,1,,,62027,Nasser Al-Khoury,0.7,Arabic,20B,003,D,Letter Grade,D-,Intermediate Arabic
12,1,,,66703,Darren Zook,0.7,Peace & Conflict Studies,10,001,D,Letter Grade,D-,Introd To Pacs
12,1,,,66754,Karenjot Bhangoo Randhawa,0.7,Peace & Conflict Studies,154,001,D,Letter Grade,D-,Multi Cul Confl Res
12,1,,,67247,Robert Noe,0.7,Philosophy,110,001,D,Letter Grade,D-,Aesthetics
12,1,,,67256,Markus Gabriel,0.7,Philosophy,122,001,D,Letter Grade,D-,Theory Of Knowledge
12,2,,,68904,Jonathan Wurtele,0.7,Physics,7B,001,D,Letter Grade,D-,Scient Engin Phys
12,1,,,69096,Tristan Smith,0.7,Physics,8A,001,D,Letter Grade,D-,Intro Physics
12,1,,,69333,Joel Fajans,0.7,Physics,8B,002,D,Letter Grade,D-,Intro Physics
12,1,,,69564,Jackson Debuhr,0.7,Physics,137A,001,D,Letter Grade,D-,Quantum Mechanics
12,3,,,71209,Stephanie Ballenger,0.7,Political Economy,100,001,D,Letter Grade,D-,Theory Of Pol Econ
12,1,,,71263,Joseph Bohling,0.7,Political Economy,160,002,D,Letter Grade,D-,Pe His Context
12,1,,,71448,Michael Fish,0.7,Political Science,2,001,D,Letter Grade,D-,Intro Comparat Pol
12,6,,,71493,Sean Gailmard,0.7,Political Science,3,001,D,Letter Grade,D-,Empirical Analysis
12,2,,,71697,Ron Hassner,0.7,Political Science,123H,001,D,Letter Grade,D-,Topics Intntl Rel
12,1,,,73899,David Whitney; Matthew Walker; Samuel Sakhai,0.7,Psychology,2,002,D,Letter Grade,D-,Principles Of Psych
12,1,,,74028,Robert Knight,0.7,Psychology,117,001,D,Letter Grade,D-,Human Neuropsych
12,1,,,74160,Sonia Bishop,0.7,Psychology,130,001,D,Letter Grade,D-,Clinical Psychology
12,1,,,74280,Maya Kuehn; Ozlem Ayduk,0.7,Psychology,150,001,D,Letter Grade,D-,Personality Psych
12,1,,,77624,Jonas Wellendorf,0.7,Religious Studies,C108,001,D,Letter Grade,D-,Scand Myth Religion
12,1,,,81603,Thomas Gold,0.7,Sociology,1,001,D,Letter Grade,D-,Intro To Sociology
12,1,,,81828,Sandra Smith,0.7,Sociology,124,001,D,Letter Grade,D-,Sociol Of Poverty
12,1,,,81846,Joanna Reed,0.7,Sociology,130AC,001,D,Letter Grade,D-,Soc Inequal:Am Cult
12,7,,,81908,Cybelle Fox,0.7,Sociology,148,001,D,Letter Grade,D-,Social Policy
12,1,,,81915,Jill Bakehorn,0.7,Sociology,160,001,D,Letter Grade,D-,Sociol Of Culture
12,1,,,81918,Timothy King,0.7,Sociology,166,001,D,Letter Grade,D-,Society & Technolog
12,1,,,86178,Emilie Bergmann; Krista Brune,0.7,Spanish,25,001,D,Letter Grade,D-,Read And Analysis
12,1,,,86630,Catarina De Morais Gama,0.7,Portuguese,112,001,D,Letter Grade,D-,Port Civ
12,2,,,87603,Elchanan Mossel,0.7,Statistics,155,001,D,Letter Grade,D-,Game Theory
12,1,,,88060,Jenefer Johnson,0.7,Theater Dance & Perf Stds,52AC,001,D,Letter Grade,D-,American Dance
13,1,,,00521,Ronald Williams,0,African American Studies,R1B,003,F,Letter Grade,F,Freshmn Composition
13,2,,,00527,G. Ugo Nwokeji,0,African American Studies,4B,001,F,Letter Grade,F,Africa:  Hist & Cul
13,1,,,00539,Brandi Catanese,0,African American Studies,5A,001,F,Letter Grade,F,Afam Life & Cul U S
13,1,,,00608,Ronald Williams,0,African American Studies,107,001,F,Letter Grade,F,Race And Pub Policy
13,2,,,00620,Ula Taylor,0,African American Studies,117,001,F,Letter Grade,F,Afric Am:Indust Age
13,1,,,00626,Hardy Frye,0,African American Studies,122,001,F,Letter Grade,F,"Afam Family, Am Soc"
13,1,,,00628,Stephen Small,0,African American Studies,123,001,F,Letter Grade,F,Social & Political
13,4,,,02003,Kathleen Moran,0,American Studies,C10,001,F,Letter Grade,F,Intro As:Hollywood
13,2,,,02024,Christine Palmer,0,American Studies,101,001,F,Letter Grade,F,Us Cultures In Time
13,1,,,02027,Mark Brilliant,0,American Studies,101,002,F,Letter Grade,F,Us Cultures In Time
13,1,,,02030,Michelle Branch,0,American Studies,101,003,F,Letter Grade,F,Us Cultures In Time
13,2,,,02033,Andrew Shanken; Kathleen Moran,0,American Studies,102,001,F,Letter Grade,F,Us Cultures/Place
13,1,,,02048,Beth Piatote,0,American Studies,102,002,F,Letter Grade,F,Us Cultures/Place
13,2,,,02072,Lisa Cardyn,0,American Studies,139AC,001,F,Letter Grade,F,Us Social Movements
13,1,,,02078,Christine Rosen,0,American Studies,C172,001,F,Letter Grade,F,Bus Historical Env
13,1,,,02093,Michelle Branch,0,American Studies,191,002,F,Letter Grade,F,Senior Seminar
13,1,,,02096,Kevin Muller,0,American Studies,191,003,F,Letter Grade,F,Senior Seminar
13,1,,,02099,Christine Palmer; Eva Hagberg,0,American Studies,191,004,F,Letter Grade,F,Senior Seminar
13,5,,,02303,Terrence Deacon,0,Anthropology,1,001,F,Letter Grade,F,Intro To Bio Anthro
13,4,,,02396,Kent Lightfoot,0,Anthropology,2AC,001,F,Letter Grade,F,Intro Archaeology
13,4,,,02465,Xin Liu,0,Anthropology,3AC,001,F,Letter Grade,F,Intro Soc/Cult Ac
13,1,,,02537,Jason Price; Terrence Deacon,0,Anthropology,R5B,002,F,Letter Grade,F,Reading & Comp
13,1,,,02612,Lawrence Cohen,0,Anthropology,115,001,F,Letter Grade,F,Intro Med Anthro
13,3,,,02638,James Battle,0,Anthropology,119,001,F,Letter Grade,F,Med Anthro Topics
13,2,,,02669,Laura Nader,0,Anthropology,137,001,F,Letter Grade,F,Energy/Cult/Soc Org
13,1,,,02678,Jacqueline Asher,0,Anthropology,C147B,001,F,Letter Grade,F,Sexuality Culture
13,1,,,02698,Junko Habu,0,Anthropology,171,001,F,Letter Grade,F,Japan
13,1,,,02702,Stanley Brandes,0,Anthropology,180,001,F,Letter Grade,F,Europ Society
13,1,,,02843,Stephanie Etting,0,Anthropology,196,002,F,Letter Grade,F,Undergrad Sem
13,1,,,03023,Nelson Graburn,0,Anthropology,250V,001,F,Letter Grade,F,Tourism
13,1,,,03026,Aihwa Ong,0,Anthropology,250X,001,F,Letter Grade,F,Special Topics
13,1,,,03167,Nelson Graburn,0,Anthropology,298,033,F,Letter Grade,F,Dir Read
13,1,,,03233,Aihwa Ong,0,Anthropology,299,020,F,Letter Grade,F,Directed Research
13,1,,,04413,Randy Hussong,0,Art Practice,123,001,F,Letter Grade,F,Screenprinting
13,1,,,04803,Shahrzad Ehya,0,History of Art,R1B,001,F,Letter Grade,F,Visual Experience
13,3,,,04827,Darcy Grigsby,0,History of Art,11,001,F,Letter Grade,F,Intr To Western Art
